Country Name,Country Code,Series,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Sri Lanka,LKA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.93288,2.22875,3.4492,2.79925,2.12421,..,..,..,..,..
Sri Lanka,LKA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.18917,100.57343,100.37505,99.90265,99.61806,..,..,..,..,..
Sri Lanka,LKA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97728,0.97894,0.97871,0.98571,0.9893,..,..,..,..,..
Sri Lanka,LKA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,45261,16394,16400,12419,9296,..,..,..,..,..
St. Kitts and Nevis,KNA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,2.64346,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,108.39243,107.93336,107.09163,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99587,0.99322,0.97018,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,4,..,54,..,..,..,..,..,..,..
St. Lucia,LCA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.88069,3.86773,5.20828,..,3.3318,..,..,..,..,..
St. Lucia,LCA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,99.48973,100.22562,101.45412,103.15652,103.2646,..,..,..,..
St. Lucia,LCA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,0.96816,0.96786,0.98946,1.0108,1.0181,..,..,..,..
St. Lucia,LCA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,235,219,228,222,260,..,..,..,..
St. Martin (French part),MAF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,5.7334,5.73196,5.69378,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,109.62926,109.69748,109.37341,109.79887,112.74018,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98415,0.99073,0.98936,0.9847,0.98844,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,113,94,58,..,..,..,..,..,..
Sudan,SDN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,69.33065,69.78471,73.22094,74.41109,..,..,..,..,..,..
Sudan,SDN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.92279,0.91316,0.93247,0.94004,..,..,..,..,..,..
Sudan,SDN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,2652400,2657780,2561223,2443016,..,..,..,..,..,..
Suriname,SUR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,114.32242,116.40878,115.71443,110.77448,108.70755,109.15439,..,..,..,..
Suriname,SUR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.01702,1.01013,1.0028,1.00379,0.99762,0.99871,..,..,..,..
Suriname,SUR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,7665,6595,5850,8579,8601,7676,..,..,..,..
Sweden,SWE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.57373,7.4439,7.61862,7.56883,..,..,..,..,..,..
Sweden,SWE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,124.23183,125.52125,126.49916,127.44611,129.7997,..,..,..,..,..
Sweden,SWE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.05586,1.04178,1.02604,1.01348,1.01764,..,..,..,..,..
Sweden,SWE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,429,17,970,1876,892,..,..,..,..,..
Switzerland,CHE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.05123,5.10057,5.10473,5.13019,..,..,..,..,..,..
Switzerland,CHE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.52739,104.03302,104.25858,104.82491,105.14774,..,..,..,..,..
Switzerland,CHE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00075,0.99718,0.99312,0.99324,0.99394,..,..,..,..,..
Switzerland,CHE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,902,794,64,706,402,..,..,..,..,..
Syrian Arab Republic,SYR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,5.23139,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,97.81987,97.06409,97.36612,100.26503,..,..,..,..,..,..
Tajikistan,TJK,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99095,0.9892,0.98778,0.98864,..,..,..,..,..,..
Tajikistan,TJK,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,9406,13296,13580,4181,..,..,..,..,..,..
Tanzania,TZA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.38488,..,..,4.43051,3.69644,..,..,..,..,..
Tanzania,TZA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,88.96808,86.95237,87.25864,90.75761,95.39328,99.9048,..,..,..,..
Tanzania,TZA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.05102,1.05459,1.04656,1.03474,1.02606,1.02305,..,..,..,..
Tanzania,TZA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1580287,..,1563643,1611822,1895125,1434649,..,..,..,..
Thailand,THA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Thailand,THA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,102.91761,97.61979,100.98333,99.62144,99.77536,101.00751,..,..,..,..
Thailand,THA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.0155,0.94304,1.00436,0.99993,1.00002,0.99913,..,..,..,..
Thailand,THA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Timor-Leste,TLS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.51547,8.43326,8.05194,7.06049,6.79295,..,..,..,..,..
Timor-Leste,TLS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,126.23281,126.59156,123.81493,117.58002,113.211,111.23898,..,..,..,..
Timor-Leste,TLS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97546,0.97537,0.97057,0.96472,0.96485,0.97849,..,..,..,..
Timor-Leste,TLS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,13248,10486,10188,5688,7728,9004,..,..,..,..
Togo,TGO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.78455,5.1086,4.95558,4.98976,5.36957,..,..,..,..,..
Togo,TGO,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,120.26426,124.85745,122.00108,121.41287,121.51877,122.18594,..,..,..,..
Togo,TGO,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.94243,0.95155,0.95166,0.95395,0.96445,0.96636,..,..,..,..
Togo,TGO,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,89412,69596,96411,90527,66428,40071,..,..,..,..
Tonga,TON,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,115.42711,115.98963,..,..,..,..,..,..,..,..
Tonga,TON,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99529,0.99429,..,..,..,..,..,..,..,..
Tonga,TON,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,163,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,6.59601,..,..,..,..,..,..,..,..
Tunisia,TUN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,113.37516,114.58058,115.07786,115.39435,114.9282,..,..,..,..,..
Tunisia,TUN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00071,1.00043,1.00265,0.99575,0.99137,..,..,..,..,..
Tunisia,TUN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Turkiye,TUR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Turkiye,TUR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,106.06443,102.6663,100.62768,92.67105,94.35992,..,..,..,..,..
Turkiye,TUR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99543,0.99315,0.99381,0.98987,0.98871,..,..,..,..,..
Turkiye,TUR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,277326,277670,310864,273461,266561,..,..,..,..,..
Turkmenistan,TKM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,116.83247,..,..,..,..
Turkmenistan,TKM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,0.98206,..,..,..,..
Turkmenistan,TKM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,3.15745,..,..,2.91435,..,..,..,..,..
Turks and Caicos Islands,TCA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,74.82759,73.57269,..,..,116.40726,..,..,..,..,..
Turks and Caicos Islands,TCA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.01087,0.98356,..,..,0.99734,..,..,..,..,..
Turks and Caicos Islands,TCA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1196,967,..,..,..,..,..,..,..,..
Tuvalu,TUV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,94.13408,97.787,85.08892,..,82.46319,104.10053,..,..,..,..
Tuvalu,TUV,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96024,0.96159,0.93574,..,0.92247,0.91853,..,..,..,..
Tuvalu,TUV,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,131,71,178,..,..,231,..,..,..,..
Uganda,UGA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.93036,2.34049,2.15536,2.27205,2.13052,..,..,..,..,..
Uganda,UGA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,103.72411,105.66304,104.12882,..,..,..,..,..,..
Uganda,UGA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,1.02101,1.03222,1.02789,..,..,..,..,..,..
Uganda,UGA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.87494,..,5.00978,5.41226,..,..,..,..,..,..
Ukraine,UKR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.11248,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.02122,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,136260,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,104.061,111.64165,106.67191,107.34338,..,..,..,..,..,..
United Arab Emirates,ARE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.01874,1.00174,0.96452,0.98093,..,..,..,..,..,..
United Arab Emirates,ARE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,9333,446,2574,5636,..,..,..,..,..,..
United Kingdom,GBR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.599,5.55616,5.4267,5.44209,..,..,..,..,..,..
United Kingdom,GBR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,102.15237,101.85664,101.24605,101.00604,100.84584,..,..,..,..,..
United Kingdom,GBR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99803,0.99868,0.99828,0.99713,0.99711,..,..,..,..,..
United Kingdom,GBR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,4433,2978,16211,20508,32122,..,..,..,..,..
United States,USA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.96174,..,..,..,..,..,..,..,..,..
United States,USA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.50208,100.28726,101.27641,101.422,101.19637,..,..,..,..,..
United States,USA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99664,0.99975,0.99833,0.99234,0.99884,..,..,..,..,..
United States,USA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,446256,88850,104711,141533,..,..,..,..,..
Uruguay,URY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,4.7591,4.8403,5.04759,..,..,..,..,..
Uruguay,URY,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,110.05648,109.7999,108.50735,107.55987,105.4961,..,..,..,..,..
Uruguay,URY,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97781,0.97838,0.97883,0.98391,0.99043,..,..,..,..,..
Uruguay,URY,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,8590,41,..,857,380,..,..,..,..,..
Uzbekistan,UZB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.02527,5.78638,5.66773,5.28134,..,..,..,..,..,..
Uzbekistan,UZB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,97.67733,99.19156,100.84059,102.86976,103.42759,101.57236,..,..,..,..
Uzbekistan,UZB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98431,0.98564,0.98604,0.98534,0.98505,0.9877,..,..,..,..
Uzbekistan,UZB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,20871,15391,15174,16680,17322,15291,..,..,..,..
Vanuatu,VUT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.91083,5.39081,..,4.53353,..,..,..,..,..,..
Vanuatu,VUT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,107.77811,..,..,..,..,..,..,..,..
Vanuatu,VUT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,0.9737,..,..,..,..,..,..,..,..
Vanuatu,VUT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,3300,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.42679,99.77385,97.79953,95.99872,..,..,..,..,..,..
"Venezuela, RB",VEN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98252,0.97773,0.97699,0.97708,..,..,..,..,..,..
"Venezuela, RB",VEN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,195773,208182,278368,324992,..,..,..,..,..,..
Viet Nam,VNM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,4.34481,..,4.16745,..,..,..,..,..
Viet Nam,VNM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,110.23586,110.12642,112.0794,110.15374,111.85383,116.72459,..,..,..,..
Viet Nam,VNM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99837,1.00418,1.01511,1.01762,1.02183,1.02139,..,..,..,..
Viet Nam,VNM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,5.14136,5.71773,5.25234,..,..,..,..,..,..
West Bank and Gaza,PSE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,97.38704,97.50489,97.53469,98.80956,98.7356,97.6985,..,..,..,..
West Bank and Gaza,PSE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99323,0.99987,1.00168,0.99789,1.00261,0.99934,..,..,..,..
West Bank and Gaza,PSE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,17468,19492,18698,12194,13014,17559,..,..,..,..
"Yemen, Rep.",YEM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,87.10226,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,0.87172,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,649902,..,..,..,..,..,..,..
Zambia,ZMB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,4.62432,3.74792,3.72965,4.61809,..,..,..,..,..
Zambia,ZMB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,104.51504,101.6142,99.59312,99.90419,..,..,..,..,..,..
Zambia,ZMB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.0035,1.00302,1.02007,1.0242,..,..,..,..,..,..
Zambia,ZMB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,495692,..,..,..,..,..,..
Zimbabwe,ZWE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.13835,..,..,5.81878,5.87135,..,..,..,..,..
Zimbabwe,ZWE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Data from database: Education Statistics - All Indicators,,,,,,,,,,,,,
Last Updated: 06/25/2024,,,,,,,,,,,,,
